Regione,ASL,Città,CAP,Indirizzo,dug,civico,Farmacie,"Data Adesione al
protocollo"
180 - Calabria,201 - ASP DI COSENZA,Paola,87027,Via Sant'agata 30-32,Via Sant'agata,30-32,Farmacia Novita' S.R.L.,2021-08-17T00:00:00Z
180 - Calabria,201 - ASP DI COSENZA,Amantea,87032,Via Dogana 254/a,Via Dogana,254a,Farmacia F.E C. De Luca S.R.L.,2021-08-07T00:00:00Z
180 - Calabria,201 - ASP DI COSENZA,Guardia Piemontese,87020,Via Nazionale Ss.18 39,Via Nazionale Ss.,39,Farmacia Oliverio S.R.L.,2021-09-08T00:00:00Z
180 - Calabria,201 - ASP DI COSENZA,Longobardi,87030,Via Re Desiderio Snc,Via Re Desiderio,,Farmacia San Nicola di Raffa Giuseppe,2021-08-16T00:00:00Z
150 - Campania,201 - AVELLINO,Ariano Irpino,83031,Via Roma 4/6,Via Roma,4/6,Farmacia Padula Alessandra,2021-08-10T00:00:00Z
150 - Campania,201 - AVELLINO,Ariano Irpino,83031,Via Cardito,Via Cardito,,del Tricolle della Dr.ssa Pasciuti Erminia e C. S.A.S.,2021-08-09T00:00:00Z
120 - Lazio,110 - RIETI,Posta,02019,Piazza degli Eroi 9,Piazza degli Eroi,9,Farmacia L'abbate Giovanni Maria,2021-08-09T00:00:00Z
180 - Calabria,201 - ASP DI COSENZA,Amantea,87032,Via della Libertà 9/d,Via della Libertà,9d,Farmaiello S.R.L.,2021-08-09T00:00:00Z
120 - Lazio,110 - RIETI,Rieti,02100,Via A. De Gasperi Snc,Via A. De Gasperi,,Farmacia Selvi Sas del Dott.Selvi Paolo e C.,2021-08-16T00:00:00Z
150 - Campania,201 - AVELLINO,Montecalvo,83037,Corso Vittorio Emanuele 49,Corso Vittorio Emanuele,49,Flovilla Mario,2021-08-10T00:00:00Z
020 - Val d'Aosta,101 - AOSTA,Chatillon,11024,Via Chanoux 34,Via Chanoux,34,Farmacia Ferrando,2021-08-06T00:00:00Z
120 - Lazio,110 - RIETI,Rieti,02100,Viale Morroni 26,Viale Morroni,26,Farmacia Sant'agostino Snc di Marco E Marta Scopi,2021-09-03T00:00:00Z
120 - Lazio,110 - RIETI,Longone Sabino,02020,Via della Chiesa Nuova Fraz Roccaranieri Snc,Via della Chiesa Nuova Fraz Roccaranieri,,Farmacia Cardellini Tittoni Di Cardellini Maria,2021-08-13T00:00:00Z
120 - Lazio,110 - RIETI,Amatrice,02012,Viale Don Minozzi C/o Area Commerciale Ex Cotral,Viale Don Minozzi C/o Area Commerciale Ex Cotral,,Farmacia Mauro Sas del Dr.Mauro e C.,2021-08-10T00:00:00Z
160 - Puglia,114 - BA,Casamassima,70010,Via Roma 14,Via Roma,14,Palattella a G S N C,2021-08-06T00:00:00Z
160 - Puglia,114 - BA,Casamassima,70010,Corso V Emanuele 39,Corso V Emanuele,39,Farmacia Scelzi Snc del Dott Natale Scelzi,2021-08-11T00:00:00Z
160 - Puglia,114 - BA,Cellamare,70010,Piazza Risorgimento 58,Piazza Risorgimento,58,Farmacia Risorgimento di Farmauriga S R L,2021-08-10T00:00:00Z
160 - Puglia,114 - BA,Conversano,70014,Michelangelo Buonarroti 19,Michelangelo Buonarroti,19,F Carvutto di Corazzo Rosa,2021-08-25T00:00:00Z
160 - Puglia,114 - BA,Conversano,70014,Piazza della Resistenza 21,Piazza della Resistenza,21,Farmacia Sant'andrea S.R.L.,2021-08-26T00:00:00Z
160 - Puglia,114 - BA,Gioia del Colle,70023,Corso Garibaldi 50,Corso Garibaldi,50,Farmacia Antonicelli di Stefania Antonicelli,2021-08-08T00:00:00Z
120 - Lazio,201 - RM 1,Roma,00198,Via G Pacini 15,Via G Pacini,15,Bagnarelli Massimo,2021-08-06T00:00:00Z
160 - Puglia,114 - BA,Gioia del Colle,70023,Via Cavour 110,Via Cavour,110,Favale Michele,2021-08-27T00:00:00Z
160 - Puglia,114 - BA,Giovinazzo,70054,Piazza Vitt Emanuele 48,Piazza Vitt Emanuele,48,Rinella Teresa,2021-08-09T00:00:00Z
120 - Lazio,201 - RM 1,Roma,00100,Piazzale Jonio 46,Piazzale Jonio,46,Inesi Zelinda,2021-08-06T00:00:00Z
160 - Puglia,114 - BA,Mola di Bari,70042,Via C Battisti 155,Via C Battisti,155,Mangiolino Antonia,2021-08-07T00:00:00Z
160 - Puglia,114 - BA,Mola di Bari,70042,Corso Umberto Primo 31,Corso Umberto Primo,31,Lozupone Federico e C S.N.C.,2021-08-07T00:00:00Z
160 - Puglia,114 - BA,Molfetta,70056,Largo Santangelo 37,Largo Santangelo,37,Grillo Giovanni,2021-08-09T00:00:00Z
160 - Puglia,114 - BA,Molfetta,70056,Piazza Immacolata 56,Piazza Immacolata,56,Mastrorilli Vito,2021-08-07T00:00:00Z
160 - Puglia,114 - BA,Monopoli,70043,L Go Plebiscito 4,L Go Plebiscito,4,Gentile Leonardo Snc C,2021-08-23T00:00:00Z
130 - Abruzzo,203 - PESCARA,Manoppello Stazione,65025,Via D'annunzio 45,Via D'annunzio,45,Rapino,2021-08-06T00:00:00Z
160 - Puglia,114 - BA,Noci,70015,Via Aldo Moro 38,Via Aldo Moro,38,Farmacia Centrale De Tommasi Di Farmauriga,2021-08-10T00:00:00Z
160 - Puglia,114 - BA,Noci,70015,Via T Fiore Centro Com,Via T Fiore Centro Com,,Trerotoli Ros e Stefania M S.N.C.,2021-08-09T00:00:00Z
150 - Campania,201 - AVELLINO,Bonito,83032,Via Roma 245,Via Roma,245,Farmacia De Pietro Dr Erminia De Nisco,2021-08-12T00:00:00Z
150 - Campania,201 - AVELLINO,Gesualdo,83040,Piazza Caduti,Piazza Caduti,,Farmacia S. Teresa Dott. Forgione Pasquale,2021-08-16T00:00:00Z
160 - Puglia,114 - BA,Putignano,70017,Estr Le a Mezzogiorno 22,Estr Le a Mezzogiorno,22,Serio Maria Teresa,2021-08-17T00:00:00Z
150 - Campania,201 - AVELLINO,Mirabella Eclano,83036,Piazza della Vittoria,Piazza della Vittoria,,De Toma Lucia,2021-08-16T00:00:00Z
160 - Puglia,114 - BA,Putignano,70017,Corso Umberto 78,Corso Umberto,78,Farmacia Palazzo Domenico di Farmauriga,2021-08-09T00:00:00Z
150 - Campania,201 - AVELLINO,Mirabella Eclano,83036,Via Roma 79,Via Roma,79,Penta Guido,2021-09-03T00:00:00Z
150 - Campania,205 - NAPOLI 2 NORD,Marano di Napoli,80016,Via Xxiv Maggio 8,Via Xxiv Maggio,8,Farmacia Salus Srl di Di Russo Nicola E Maria Cla,2021-08-06T00:00:00Z
160 - Puglia,114 - BA,Toritto,70020,Piazza Aldo Moro 38,Piazza Aldo Moro,38,Farmacia della Piazza,2021-08-06T00:00:00Z
160 - Puglia,114 - BA,Toritto,70020,Via G a Pugliese 206,Via G a Pugliese,206,Recchia Nicola C S N C,2021-08-06T00:00:00Z
160 - Puglia,114 - BA,Triggiano,70019,Piazza Vitt Veneto 25,Piazza Vitt Veneto,25,Farmacia Ancona Rocco C,2021-08-16T00:00:00Z
160 - Puglia,114 - BA,Turi,70010,Via Antonio Gramsci 6,Via Antonio Gramsci,6,F Mastrolonardo Dr Mastrocris,2021-08-07T00:00:00Z
160 - Puglia,114 - BA,Turi,70010,Piazza Cap Colapietro 6,Piazza Cap Colapietro,6,Farmacia Sant'oronzo Snc di Angelo Ragone e C,2021-09-06T00:00:00Z
160 - Puglia,114 - BA,Mola di Bari,70042,Piazza degli Eroi 23,Piazza degli Eroi,23,Spiga Vittorio Massimo,2021-08-08T00:00:00Z
160 - Puglia,114 - BA,Santeramo In Colle,70029,Via Marconi 8,Via Marconi,8,Farmacia D'ambruoso S.N.C.,2021-08-16T00:00:00Z
160 - Puglia,114 - BA,Bari,70125,Via Fanelli 213,Via Fanelli,213,Farmacia Solazzo S.N.C.,2021-08-17T00:00:00Z
160 - Puglia,114 - BA,Putignano,70017,Via Conciliazione 18,Via Conciliazione,18,Farmacia Laera Sas del Dott Angelo Colucci C,2021-08-20T00:00:00Z
160 - Puglia,114 - BA,Bari,70124,Via Le Kennedy 75,Via Le Kennedy,75,Farmacia De Cristo di Farmauriga S.R.L.,2021-08-10T00:00:00Z
160 - Puglia,114 - BA,Bari,70124,Via Le Or Flacco 11/b,Via Le Or Flacco,11b,Rosucci Quintina,2021-09-01T00:00:00Z
160 - Puglia,114 - BA,Bari,70124,Via Campione 46/a/b,Via Campione,46ab,Morea S N C,2021-08-07T00:00:00Z
160 - Puglia,114 - BA,Monopoli,70043,Via Lepanto 59/61,Via Lepanto,59,Farmacia Noya Dr Attilio S.R.L.,2021-08-16T00:00:00Z
160 - Puglia,114 - BA,Bari,70124,Via G Petroni 114/e,Via G Petroni,114e,Farmacia Don Guanella Bari Pharma,2021-08-10T00:00:00Z
160 - Puglia,114 - BA,Altamura,70022,Via Selva 73A,Via Selva,73a,Giordano Maria,2021-08-10T00:00:00Z
120 - Lazio,202 - RM 2,Roma,00155,Via Viscogliosi 42,Via Viscogliosi,42,Lucciarini Sergio,2021-09-09T00:00:00Z
160 - Puglia,114 - BA,Bari,70125,Via Monfalcone 19,Via Monfalcone,19,Farmacia del Benessere,2021-08-11T00:00:00Z
160 - Puglia,114 - BA,Bari,70123,Via Magna Grecia 71,Via Magna Grecia,71,Rubino Dr Totire Andrea,2021-08-23T00:00:00Z
160 - Puglia,114 - BA,Gioia del Colle,70023,Via Flora 56,Via Flora,56,Farmacia del Portico S.R.L.,2021-08-09T00:00:00Z
170 - Basilicata,201 - AZIENDA SANITARIA LOCALE DI POTENZA ASP,Abriola,85010,Via Lacava 11,Via Lacava,11,Farmacia Dr.ssa Scavone Maria Antonietta,2021-08-10T00:00:00Z
150 - Campania,203 - CASERTA,Sessa Aurunca,81037,Piazza Umberto I 18,Piazza Umberto I,18,Farmacia Corbo Simonetta,2021-08-08T00:00:00Z
150 - Campania,203 - CASERTA,Falciano del Massico,81030,Via San Martino a Monte 3,Via San Martino a Monte,3,Farmacia Gaudiosi del Dott. Manica Francesco,2021-08-07T00:00:00Z
150 - Campania,203 - CASERTA,Sessa Aurunca,81037,Via Ferranzio 3,Via Ferranzio,3,Farmacia del Rosario Dr Zacchia Giacomo,2021-08-23T00:00:00Z
150 - Campania,203 - CASERTA,Mondragone,81034,Corso Umberto Primo 104,Corso Umberto Primo,104,Farmacia Gallo S.N.C. dei Dottori Arduino e Fabio,2021-08-15T00:00:00Z
150 - Campania,203 - CASERTA,Carinola,81030,Via Roma 6,Via Roma,6,Farmacia Pezone Dr Concetta,2021-08-10T00:00:00Z
150 - Campania,203 - CASERTA,Sessa Aurunca,81037,Via Parrocchia 34,Via Parrocchia,34,Farmacia Verrengia Dr Antonio,2021-08-10T00:00:00Z
150 - Campania,203 - CASERTA,Mondragone,81034,Via Vittorio Emanuele 180/182,Via Vittorio Emanuele,180,Farmacia S.Nicola di Pasqualina E Alfonso Iossa S.,2021-08-10T00:00:00Z
150 - Campania,203 - CASERTA,Mondragone,81034,Via Domiziana 64 Km 18 600,Via Domiziana,600,Farcom S.P.A.,2021-08-12T00:00:00Z
160 - Puglia,114 - BA,Molfetta,70056,Via Ten Losito 39,Via Ten Losito,39,Mastrodomenico,2021-08-09T00:00:00Z
150 - Campania,203 - CASERTA,Mondragone,81034,Via Domitiana 823/4/6/8,Via Domitiana,823,Farmacia di Aloe Antonio,2021-08-09T00:00:00Z
150 - Campania,203 - CASERTA,Mondragone,81034,Via Vecchia Starza 8,Via Vecchia Starza,8,Farmacie Mizar S.R.L.,2021-08-07T00:00:00Z
150 - Campania,203 - CASERTA,Cellole,81030,Via Raffaello P.Co Raffaello Snc,Via Raffaello P.Co Raffaello,,Farmacia De Cesare,2021-08-26T00:00:00Z
150 - Campania,201 - AVELLINO,Cassano Irpino,83040,Via Barbuti 4,Via Barbuti,4,Farmacia In.Rosa S.R.L.,2021-08-25T00:00:00Z
160 - Puglia,114 - BA,Bari,70125,Via Pavoncelli 149,Via Pavoncelli,149,D'amico S N C di Guido e Maria,2021-08-11T00:00:00Z
150 - Campania,201 - AVELLINO,Montella,83048,Via del Corso 47,Via del Corso,47,Farmacia del Ss Salvatore S.R.L.,2021-09-07T00:00:00Z
160 - Puglia,114 - BA,Bari,70123,Via San Girolamo 45,Via San Girolamo,45,Farmacia San Girolamo S N C,2021-08-16T00:00:00Z
120 - Lazio,206 - RM 6,Ciampino,00043,P.Zza J.F. Kennedy 17,P.Zza J.F. Kennedy,17,Farmacia Comunale 2 Ciampino,2021-08-07T00:00:00Z
160 - Puglia,114 - BA,Bari,70124,Via Lucarelli 60,Via Lucarelli,60,Catucci Margherita,2021-08-10T00:00:00Z
160 - Puglia,114 - BA,Noicattaro,70016,Zona Comm Parchitello 25,Zona Comm Parchitello,25,Farmacia Sciannameo S R L,2021-08-06T00:00:00Z
160 - Puglia,114 - BA,Molfetta,70056,Via G di Vittorio 29/p,Via G di Vittorio,29p,Soc Farmacia Egidi S.N.C.,2021-08-07T00:00:00Z
160 - Puglia,114 - BA,Bari,70126,Via N Loiacono 15,Via N Loiacono,15,Armenise Agnese,2021-08-23T00:00:00Z
160 - Puglia,114 - BA,Gravina In Puglia,70024,Via S Pellico 2/b,Via S Pellico,2b,Farmacia Ancona Rocco C,2021-08-17T00:00:00Z
120 - Lazio,206 - RM 6,Albano Laziale,00040,Via del Mare 22,Via del Mare,22,Farmacia Pavona di Camerucci Giancarlo,2021-08-09T00:00:00Z
120 - Lazio,204 - RM 4,Riano,00060,Viale Parigi 2,Viale Parigi,2,Farmacia Dr.ssa Nappo Carla,2021-09-08T00:00:00Z
150 - Campania,203 - CASERTA,Capua,81043,Via Iv Novembre 2 Fraz S Angelo In Formis,Via Iv Novembre,2,Farmacia Paternuosto Giusj,2021-08-07T00:00:00Z
160 - Puglia,113 - BT,Andria,76123,Via Manthonè 2,Via Manthonè,2,Farmacia Scattaglia di Lopetuso Dr Giuseppe,2021-08-06T00:00:00Z
150 - Campania,203 - CASERTA,Capua,81043,Corso Gran Priorato Di Malta 33,Corso Gran Priorato Di Malta,33,Farmacia Tartaglione della Dr.ssa Giovanna Tartagl,2021-08-09T00:00:00Z
160 - Puglia,113 - BT,Andria,70031,Via Trani 3/u,Via Trani,3u,Farmacia Suriano,2021-08-06T00:00:00Z
150 - Campania,203 - CASERTA,Castel Volturno,81030,Via Nuova 25,Via Nuova,25,Farmacia Coppola S.A.S. di Passarelli Dr. Giuseppe,2021-08-07T00:00:00Z
160 - Puglia,113 - BT,Andria,76123,Via Corato 65,Via Corato,65,Internazionale,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Andria,76123,Via Garibaldi 192,Via Garibaldi,192,Santoro S.A.S.,2021-08-20T00:00:00Z
160 - Puglia,113 - BT,Andria,70031,Via Morelli 50,Via Morelli,50,Catucci Arcangela,2021-08-06T00:00:00Z
150 - Campania,203 - CASERTA,Castel Volturno,81030,Via degli Oleandri Ed. 1,Via degli Oleandri Ed.,1,Farmacia Passarelli S.A.S.,2021-08-07T00:00:00Z
150 - Campania,203 - CASERTA,Castel Volturno,81030,Via Domitiana 40 100 634,Via Domitiana,634,Farmacia Ischitella Sas del Dottor Fulvio Trovato,2021-08-12T00:00:00Z
160 - Puglia,113 - BT,Andria,76123,Via Marco Antonio 33/35,Via Marco Antonio,33,Frate Michele S R L,2021-08-06T00:00:00Z
150 - Campania,203 - CASERTA,Castel Volturno,81030,Via Domitiana 850 Km. 33,Via Domitiana,33,Farmacia Comunale di Castel Volturno,2021-08-11T00:00:00Z
010 - Piemonte,301 - ASL - Citta di Torino,Torino,10121,Corso Vittorio Emanuele Ii 84,Corso Vittorio Emanuele Ii,84,Monumento,2021-08-06T00:00:00Z
150 - Campania,205 - NAPOLI 2 NORD,Marano di Napoli,80016,Corso Mediterraneo 89-93,Corso Mediterraneo,89-93,F.Cia San Francesco Farmahealth S.N.C. di Grilli,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Andria,76123,Via Don Riccardo Lotti 66-68,Via Don Riccardo Lotti,66-68,Farmacia Don Oreste S.R.L.,2021-08-16T00:00:00Z
160 - Puglia,113 - BT,Canosa di Puglia,70053,Via Generale Rizzi 9,Via Generale Rizzi,9,Farmacia Fontana Sas della Dott.ssa Turchiarelli,2021-08-10T00:00:00Z
150 - Campania,203 - CASERTA,Capua,81043,Corso Appio 78,Corso Appio,78,Corvino Pasquale,2021-09-03T00:00:00Z
150 - Campania,201 - AVELLINO,Calabritto,83040,Via Gramsci 10 - 4a,Via Gramsci,10 - 4a,Farmacia Buonocore Patrizia,2021-08-30T00:00:00Z
150 - Campania,203 - CASERTA,Giano Vetusto,81042,Via Liberta 17,Via Liberta,17,Farmacia Giano Vetusto di Angelina Dott.ssa Caroz,2021-08-16T00:00:00Z
160 - Puglia,113 - BT,Canosa di Puglia,76012,Via Settembrini 9,Via Settembrini,9,Lombardi Carmelinda S.A.S.,2021-08-06T00:00:00Z
150 - Campania,201 - AVELLINO,Caposele,83040,Via Roma 25,Via Roma,25,Russomanno S.A.S.,2021-08-10T00:00:00Z
150 - Campania,201 - AVELLINO,Guardia dei Lombardi,83040,Via delle Coste,Via delle Coste,,Ostacolo Francesco,2021-08-10T00:00:00Z
150 - Campania,203 - CASERTA,Triflisco,81041,Via Triflisco,Via Triflisco,,Rarofarmacia S.R.L.,2021-08-09T00:00:00Z
150 - Campania,203 - CASERTA,Pastorano,81050,Corso Italia 6,Corso Italia,6,Farmacia Anfora Dott. Paolo Malaguti,2021-08-10T00:00:00Z
150 - Campania,201 - AVELLINO,Lioni,83047,Via Cesare Battisti 6,Via Cesare Battisti,6,Farmacia Lioni del Dott.Enrico Pelosi S.A.S.,2021-08-27T00:00:00Z
150 - Campania,201 - AVELLINO,Morra De Sanctis,83040,Via Matteotti 62,Via Matteotti,62,Farmacia del Pozzo S.A.S. Dott. Giovanni del Pozzo,2021-08-07T00:00:00Z
150 - Campania,201 - AVELLINO,Rocca San Felice,83050,Piazza San Felice 12A,Piazza San Felice,12a,Farmacie Pelosi del Dott.Vittorio Pelosi S.A.S.,2021-08-24T00:00:00Z
160 - Puglia,113 - BT,Minervino Murge,70055,Piazza De Deo 17,Piazza De Deo,17,Malerba di Valente Vincenza,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Minervino Murge,76013,Via Imbriani 97,Via Imbriani,97,Farmacia Savino S.R.L.,2021-08-10T00:00:00Z
160 - Puglia,113 - BT,Minervino Murge,70055,Corso Matteotti 122,Corso Matteotti,122,Cicchelli Antonella,2021-08-12T00:00:00Z
160 - Puglia,113 - BT,Barletta,70051,Via R Margherita 36,Via R Margherita,36,Canfora del Dr Gaeta Giuseppe,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Barletta,70051,Corso Garibaldi 126,Corso Garibaldi,126,Farmacia di Gioia S.N.C.,2021-08-11T00:00:00Z
160 - Puglia,113 - BT,Barletta,70051,Via Canosa 153/g,Via Canosa,153g,Farmacia Basile,2021-08-11T00:00:00Z
160 - Puglia,113 - BT,Barletta,76121,Via Mad della Croce 121,Via Mad della Croce,121,Doronzo Claudia,2021-08-18T00:00:00Z
160 - Puglia,113 - BT,Bisceglie,76011,Via G Bovio 48,Via G Bovio,48,Farmacia del Ponte Dr. Michele Pellegrini Calace D,2021-08-06T00:00:00Z
150 - Campania,201 - AVELLINO,Lioni,83047,Contrada Cerrete,Contrada Cerrete,,Farmacia San Rocco Lioni S.R.L.,2021-09-01T00:00:00Z
160 - Puglia,113 - BT,Bisceglie,76011,Via Imbriani 141/143,Via Imbriani,141,Farmacia Dr. Silvestris Sergio,2021-09-01T00:00:00Z
150 - Campania,201 - AVELLINO,Quaglietta-calabritto,83040,Via Nazionale 17/19,Via Nazionale,17,Farmacia San Rocco Dott.Onofrio Gianpaolo,2021-08-17T00:00:00Z
120 - Lazio,205 - RM 5,Carpineto Romano,00032,Largo Lavatoio S NC,Largo Lavatoio S NC,,Mastromatteo Aldo,2021-08-07T00:00:00Z
160 - Puglia,113 - BT,Bisceglie,70052,Piazza Castello 1,Piazza Castello,1,Stolfa S.N.C.,2021-08-24T00:00:00Z
160 - Puglia,113 - BT,Bisceglie,70052,Piazza V Emanuele 109,Piazza V Emanuele,109,Ventura Sergio Maria,2021-08-10T00:00:00Z
160 - Puglia,113 - BT,Bisceglie,76011,Via G di Vittorio 158,Via G di Vittorio,158,Farmacia D'amore S N C,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Trani,76125,Via G Almirante 19,Via G Almirante,19,Portaluri Patrizia,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Trani,70059,Corso a De Gasperi 47,Corso a De Gasperi,47,Lonigro Stefania,2021-08-09T00:00:00Z
160 - Puglia,113 - BT,Trani,76125,Via Tasselgardo 46,Via Tasselgardo,46,Mininni Jannuzzi Pasquale,2021-08-11T00:00:00Z
160 - Puglia,113 - BT,Trani,70059,Via Cavour 130,Via Cavour,130,Mondelli Marina,2021-08-09T00:00:00Z
160 - Puglia,113 - BT,Trani,76125,Corso V Emanuele 2,Corso V Emanuele,2,Farman S.N.C.,2021-08-07T00:00:00Z
160 - Puglia,113 - BT,Trani,70059,Viale Spagna 26,Viale Spagna,26,S Angelo S N C,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Trani,76125,Via Pozzo Piano 21,Via Pozzo Piano,21,Farmacia Antonia Dr.ssa Giannone,2021-08-12T00:00:00Z
160 - Puglia,113 - BT,Trani,70059,Via Andria 69/a,Via Andria,69a,F Cia Rosanna Biondi e C S.A.S.,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Margherita di Savoia,71044,Via Africa Orientale 24,Via Africa Orientale,24,Giacomantonio Michele,2021-08-06T00:00:00Z
160 - Puglia,113 - BT,Trinitapoli,76015,Corso Garibaldi 13,Corso Garibaldi,13,Cirillo Grazia,2021-08-10T00:00:00Z
160 - Puglia,113 - BT,Trinitapoli,71049,Via V Emanuele 5,Via V Emanuele,5,Girardi Parente Nicola,2021-08-09T00:00:00Z
160 - Puglia,113 - BT,Trinitapoli,76015,Corso Trinità 73,Corso Trinità,73,Chiarelli Dr.ssa D Tedesco,2021-08-09T00:00:00Z
160 - Puglia,113 - BT,Trinitapoli,76015,Largo di Gennaro 24,Largo di Gennaro,24,P Pio Dr Giannattasio G S.A.S.,2021-08-10T00:00:00Z
160 - Puglia,113 - BT,Bisceglie,76011,Via Don Tonino Bello 1,Via Don Tonino Bello,1,Farmacia Pansini Dott.ssa Laura S.R.L.,2021-08-11T00:00:00Z
160 - Puglia,113 - BT,Barletta,70051,Via Paganini 34,Via Paganini,34,Fonto' Agata Giustina,2021-08-09T00:00:00Z
160 - Puglia,113 - BT,Bisceglie,76011,Via Cala dell'arciprete2/0,Via Cala dell'arciprete,2/0,"Farmacia San Francesco Snc dei Dott Ri Didonna M , Liantonio F , Simone S",2021-08-07T00:00:00Z
160 - Puglia,113 - BT,Trani,76125,Via Supertga 87,Via Supertga,87,Farmacia Superga S.N.C.,2021-08-09T00:00:00Z
160 - Puglia,113 - BT,Canosa di Puglia,76012,Via G Falcone 95,Via G Falcone,95,"Farmacia Falcone delle Dott.sse Roberto, Simeone, Vista S.N.C.",2021-08-13T00:00:00Z
150 - Campania,201 - AVELLINO,Conza della Campania,83040,Corso 23 Novembre 6,Corso,6,Italia S.A.S.,2021-08-09T00:00:00Z
150 - Campania,201 - AVELLINO,Sant'andrea di Conza,83053,Via D'annunzio 108,Via D'annunzio,108,Farmacia Sant'andrea D.Ri Angelino E Calabrese S.N.C.,2021-08-11T00:00:00Z
120 - Lazio,203 - RM 3,Roma,00149,Piazza a F Doria Pamphili 15,Piazza a F Doria Pamphili,15,Zanobi Aida,2021-08-14T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Bergamo,24122,Via S Alessandro 7,Via S Alessandro,7,Coop Farmacia Berg Ruspini,2021-08-17T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Bergamo,24121,Viale Papa Giov Xxiii 34,Viale Papa Giov Xxiii,34,Coop Farmacia Ber Porta Nuova,2021-08-16T00:00:00Z
160 - Puglia,113 - BT,Barletta,76121,Via Michele Tatò 7/-1-2-3,Via Michele Tatò,7-1-2-3,Farmacia San Francesco Snc della Dr.ssa Grosso Maria Teresa,2021-08-09T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Bergamo,24126,Via Campagnola 25,Via Campagnola,25,Farmacia Campagnola,2021-08-17T00:00:00Z
160 - Puglia,113 - BT,Andria,76123,Via Barletta 251,Via Barletta,251,"Farmacia Fidelis dei Dott Ri D'introno L , Tarricone a , Colella M S N C",2021-08-27T00:00:00Z
160 - Puglia,113 - BT,Trani,76125,Via Barletta 139,Via Barletta,139,Farmacia Nova Salus dei Dott.Ri S. Milella e F. P,2021-08-06T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Predore,24060,Piazza Vecchia Filanda 1,Piazza Vecchia Filanda,1,Pedini Maria Teresa,2021-08-11T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Canonica D'adda,24040,Via Bergamo 1 Interno 1,Via Bergamo,1,Farmacia Peschiulli S N C,2021-08-16T00:00:00Z
160 - Puglia,113 - BT,Trani,76125,Via G di Vittorio 44,Via G di Vittorio,44,Farmacia Turenum S N C di Distaso Luigi Roberto Giovanni e Roberto Giuseppe,2021-08-09T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Cividate al Piano,24050,Via Don Sturzo 3,Via Don Sturzo,3,Farmacia Colombo Dr.ssa Giulia,2021-08-16T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Gromo,24020,Via Papa Giovanni Xxiii 56,Via Papa Giovanni Xxiii,56,Taddei Snc di Taddei G C,2021-08-16T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Leffe,24026,Via Mosconi 10,Via Mosconi,10,Farmacia Eredi Dr.ssa Maria Antonia Pancheri,2021-08-21T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Medolago,24030,Via Europa 34/c,Via Europa,34c,Farmacia di Medolago S.N.C.,2021-08-10T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Romano di Lombardia,24058,Via Tadini 69,Via Tadini,69,Farmacia Faletti dei Dr I Diego e Silvio Faletti S N C,2021-08-11T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Rovetta,24020,Via a Tosi 6,Via a Tosi,6,Farmacia Dott Re Alberto,2021-08-10T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Scanzorosciate,24020,Via Trieste N SN,Via Trieste N SN,,Pagnoncelli Dr Maurizio,2021-08-16T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Sovere,24060,Via Marconi 8,Via Marconi,8,Farmacia di Sovere S R L,2021-08-13T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Stezzano,24040,Via Bergamo 5,Via Bergamo,5,Farmacia Sanguettola,2021-08-13T00:00:00Z
010 - Piemonte,301 - ASL - Citta di Torino,Torino,10123,Via dei Mille 48,Via dei Mille,48,della Rocca,2021-08-06T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Treviolo,24048,Via Roma 73/b,Via Roma,73b,Farmacia Bianchi S a S,2021-08-11T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Verdello,24049,Via Marconi 11,Via Marconi,11,Farmacia Tomaselli,2021-08-16T00:00:00Z
030 - Lombardia,325 - ATS DI BERGAMO,Selvino,24020,Via Monte Rosa 34,Via Monte Rosa,34,Castelli,2021-08-10T00:00:00Z
160 - Puglia,113 - BT,Barletta,76121,Via Lattanzio 4/d,Via Lattanzio,4d,Farmacia Barberini S.N.C.,2021-08-10T00:00:00Z
